Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1159921,2017-03-15,Cheyenne WY,Near Miss,Employee found in confined space ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159823,2017-03-13,Cheyenne WY (DNTI),Near Miss,Near Miss - light dusting of snow on ground in parking lot making it slick to walk on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159790,2017-03-14,Cheyenne WY,Hazard,Operations had to clean E-502 discharge check valve and there were no pre made gaskets available,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159760,2017-03-15,Cheyenne WY,Hazard,We lost 4th stage east on out CO2 compressor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159694,2017-01-30,Cheyenne WY (DNTI),Near Miss,DNTI driver was getting ready to load trailer. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159692,2017-02-02,Cheyenne WY (DNTI),Near Miss,DNTI driver was hooking up equipment in yard. Snow on ground making shoes and surfaces slippery. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159691,2017-01-30,Cheyenne WY (DNTI),Near Miss,DNTI driver was at customer location notices ice was on the ground. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159688,2017-03-14,Cheyenne WY (DNTI),Near Miss,"Near Miss - High winds driving up to NARM, drive with caution.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159685,2017-02-23,Cheyenne WY (DNTI),Near Miss,DNTI driver noticed that the 2nd step at loading was bent down. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159681,2017-03-05,Cheyenne WY (DNTI),Near Miss,Near Miss - DNTI driver could have slipped on ice in front of scale house.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159679,2017-02-01,Cheyenne WY (DNTI),Near Miss,DNTI driver was washing windows on tractor. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159673,2017-02-16,Cheyenne WY (DNTI),Near Miss,"DNTI driver was unloading at location, the weather changed adn began to snow, making the walkways to unload slippery. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159601,2017-03-11,Cheyenne WY (DNTI),Near Miss,"Near Miss - DNTI driver had a vehicle make a left turn in front of him, hit the curb and stopped in his lane of travel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159592,2017-03-14,Cheyenne WY,Hazard,Vibration on Booster Blower in #4 Acid Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159502,2017-03-14,Cheyenne WY,Hazard,Operations noticed a pipe at MDEA sump was leaking and after investigation noticed pipe was completely cut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159501,2017-03-14,Cheyenne WY,Hazard,Operations noticed that conductivity meter on Hydrolyzer was a acting strange.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159408,2017-03-13,Cheyenne WY,Hazard,Gemba Finding - Reviewed I&E Permit was not closed properly,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159368,2017-03-13,Cheyenne WY,Hazard,Operations noticed during rounds and cleaning of basement that a light was out.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159314,2017-03-12,Cheyenne WY,Hazard,Operations noticed on rounds that packing on 2nd stage discharge of Fricks had slight leak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159235,2017-03-01,Cheyenne WY (DNTI),Near Miss,Near Miss - Very wet muddy conditions at customer site,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159234,2017-02-21,Cheyenne WY (DNTI),Near Miss,"DNTI driver was walking through yard during high winds, needs to wear eye protection. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159232,2017-02-23,Cheyenne WY (DNTI),Near Miss,DNTI driver noticed that the ladder is in bad shape from weather. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159175,2017-02-17,Cheyenne WY (DNTI),Near Miss,DNTI driver was unloading product at location and the valve was bad. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159173,2017-02-27,Cheyenne WY (DNTI),Near Miss,DNTI driver noticed ice in the parking lot. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1159068,2017-03-01,Cheyenne WY (DNTI),Near Miss,Near Miss-DNTI driver arrived at mine and notices that ground was wet and muddy. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158989,2017-03-09,Cheyenne WY,Near Miss,an operator going through the ammonia plant by the #1 aux boiler stepped on a piece of grating and the grating shifted and operator almost rolled his ankle. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158974,2017-03-01,Cheyenne WY (DNTI),Near Miss,Near miss - DNTI driver going through high winds with ground blizzard. Roads icy. Potential for jack knife or slide off of road. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158962,2017-03-04,Cheyenne WY (DNTI),Near Miss,"Near Miss- DNTI driver was training, reminded trainee to keep control of tractor fully to avoid collision.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158960,2017-03-09,Cheyenne WY,Hazard,We did not have the swivel joints stock for the barricade loadout arm which could have resulted in multiple days downtime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158942,2017-03-09,Cheyenne WY,Hazard,Roof panel on NW corner of Emergency Services Building is not secure and is at risk of being blown off the building with the high wind conditions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158940,2017-03-08,Cheyenne WY,Hazard,DCS operator jogged P-404 to barricade while FCV-506 was closed causing  rupture disk to blow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158917,2017-03-09,Cheyenne WY,Incident,MDEA Transfer to chemical cleaning skid realized we were losing tower levels. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158861,2017-02-21,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver walking into DNTI office.  High winds blew door mat up into a pile in front of door.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158858,2017-02-20,Cheyenne WY (DNTI),Near Miss,Near Miss - Employee removed cap from 1.5 load arm and there was pressure on cap from product.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158857,2017-02-20,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver delivering to hoppernotch site at NARM. Valve on tower hard to open and close.  Had to use a pry bar to open and close the valve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158853,2017-02-18,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Handle on 1.5 loading arm sticking out. Have to watch it when climbing stairs to avoid getting hit in the face.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158832,2017-03-03,Cheyenne WY (DNTI),Near Miss,Hard break-DNTI driver eatbound I80 SLC did not compensate for construction and braked to avoid collision. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158831,2017-03-03,Cheyenne WY (DNTI),Near Miss,"Hard break-DNTI driver was approaching narrow bridge and noticed oversized load approaching bridge, slowed to avoid collision with over sized load. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158818,2017-03-08,Cheyenne WY,Near Miss,while pressuring up the gas line to the MDEA trailer we lifted the relief on the fuel drum.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158787,2017-03-07,Cheyenne WY,Hazard,High winds (gusts over 90 mph) on Monday and Tuesday resulted in railcar loading and offloading delays,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158697,2017-03-07,Cheyenne WY,Hazard,Ammonia Booster Pump P-815B Pump Seals Leaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158674,2017-03-07,Cheyenne WY,Hazard,"P-815A NH3 booster pump, while unwiring the motor I&E discovered that a wire nut had come off and when a start signal was sent to the pump it would arc causing damage to the wiring and potential shock to operators. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158629,2017-03-07,Cheyenne WY,Near Miss,Used last thrust roller for coating drum and noticed the thrust roller was not spare stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158627,2017-03-07,Cheyenne WY,Near Miss,Installed new trace additive pumps in Emulsions plant with no spare stock for breakdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158625,2017-03-07,Cheyenne WY,Near Miss,Purchased new plate and frame exchanger but did not stock gaskets to rebuild exchanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158565,2017-03-06,Cheyenne WY,Hazard,P-405 was running higher RPM than normal and starting to shear emulsion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158450,2017-03-06,Cheyenne WY,Hazard,the south cooper 2 nd stage air cylinder was knocking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158395,2017-02-28,Cheyenne WY,Near Miss,I &E technician slipped on ice outside the south warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158354,2017-03-06,Cheyenne WY,Hazard,The East cummins cooling water pump tripped,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158309,2017-03-05,Cheyenne WY,Near Miss,Shut the Urea Plant Ammonia Feed Pump P-801 down at 7:01 am due to the west suction valve cap leaking ammonia.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158307,2017-03-05,Cheyenne WY,Hazard,A leak was found on the NH3 feed pump valve cap,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158269,2017-03-04,Cheyenne WY,Hazard,South Cooper Second Stage Air Knocking,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158265,2017-03-03,Cheyenne WY,Hazard,2nd Stage Frick Compressor Tripped down on High Oil Temp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158092,2017-03-02,Cheyenne WY,Hazard,the ditch on the north side of litwin over flowed a little with water. it was full of mud,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158088,2017-03-02,Cheyenne WY,Hazard,the ditch on the north side of litwin over flowed a little with water. it was full of mud.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158038,2017-03-02,Cheyenne WY,Hazard,1st Stage Fricks tripped and after starting would not stay running.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1158026,2017-03-02,Cheyenne WY,Hazard,Grounding cable found broken on #1 BFW Electric pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157930,2017-02-28,Cheyenne WY,Hazard,FCV-506 is leaking product by,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157789,2017-03-01,Cheyenne WY,Hazard,at 00:18 the outlet temp on the secondary reformer failed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157781,2017-02-28,Cheyenne WY,Hazard,"the chlorine regulator needs replaced and the line from the bottle to the cooling tower, has a kink in it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157735,2017-02-28,Cheyenne WY,Hazard,"Operations noticed during periodic clearing of Hot vent, that Pressure control valve was not working correctly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157679,2017-02-28,Cheyenne WY,Hazard,Operations noticed packing on block valve for protection steam was leaking and creating ice buildup on Control valve below it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157647,2017-02-28,Cheyenne WY,Hazard,Operations noticed on rounds that transmittor on BFW to Process boiler was leaking and creating ice build up below on air lines to transmittor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157566,2017-02-27,Cheyenne WY,Hazard,Operations noticied water leaking from the #1 Boiler feed Water Pump Oil Cooler,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157525,2017-02-27,Cheyenne WY,Hazard,Operations noticed on rounds that A and B Cooling Tower fans had a little more vibration than usual.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157521,2017-02-27,Cheyenne WY,Incident,Minor Equipment Leak - Unleaded Fuel Dispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157325,2017-02-26,Cheyenne WY,Hazard,"The east UAN pump and motor have a vibration, the coupler was replaced on Saturday. the pump base needs replaced.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157260,2017-02-25,Cheyenne WY,Hazard,The Sulfuric acid line to cooling tower pump was operating at 100%  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157257,2017-02-25,Cheyenne WY,Hazard,Chlorine Dioxide line to the cooling tower was found broke from the cold weather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157244,2017-02-25,Cheyenne WY,Hazard,"the level indication for the urea boiler DA tank froze, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157222,2017-02-24,Cheyenne WY,Hazard,"While doing rounds, the outside operator found the east UAN recic pump coupling was going out",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157140,2017-02-24,Cheyenne WY,Hazard,on rounds operator noticed the the C-150 aux oil pump seals are leaking and need replaced.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1157087,2017-02-24,Cheyenne WY,Hazard,Operations noticed on rounds that there were a few lights out on Primary Reformer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156895,2017-02-22,Cheyenne WY,Hazard,On rounds lead noticed that Urea pressure control valve was slightly leaking on body of valve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156893,2017-02-22,Cheyenne WY,Hazard,Operations noticed on rounds that block valves on Brinks oil seperator were leaking by slightly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156777,2017-02-22,Cheyenne WY,Near Miss,PTW Audit: Management found a job being completed without proper JSA and Hot Work permit with no fire watch signed on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156734,2017-02-21,Cheyenne WY,Hazard,Area Light blew down,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156720,2017-02-22,Cheyenne WY,Hazard,Operations noticed on rounds that bottom union on Stripper sight glass at Prism unit had slight leak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156719,2017-02-22,Cheyenne WY,Hazard,Operations noticed on rounds that gasket on #2 BFW turbine had blown out.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156598,2017-02-21,Cheyenne WY,Hazard,Breaker handle broken on load out screener,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156593,2017-02-17,Cheyenne WY,Near Miss,DNTI driver loading at barricade took cap off of loading arm and emulsion splattered on driver due to pressure in line,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156311,2017-02-19,Cheyenne WY,Hazard,Operations noticed that Fin fan cooler at DEF tank farm amps were lower than other fans.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156309,2017-02-19,Cheyenne WY,Hazard,Operations noticed on rounds that pump for Treated water tank were leaking slightly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156308,2017-02-19,Cheyenne WY,Hazard,Operations noticed on inspection that Escape pack for C-150 building was empty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156230,2017-02-18,Cheyenne WY,Hazard, Clear Tank  would not maintain level.. Due to low suction on inlet from pond#4.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156214,2017-02-17,Cheyenne WY,Hazard,at 17:45 we lost suction on P-507 and 508 and  were loosing level in the clear tank. which would trip down the injection wells.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156086,2017-02-15,Cheyenne WY,Hazard,Barricade load out arm bottom swivel joint will not move.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1156010,2017-02-16,Cheyenne WY,Hazard,A section of floor grating had broke free and was causing a trip hazard in the Cooper building,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155964,2017-02-16,Cheyenne WY,Hazard,Gemba Finding - Small pile of prill located outside the west door of the LoDAN Barn,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155962,2017-02-16,Cheyenne WY,Near Miss,Gemba Finding - Ammonia concentration was elevated in area where mechanics were installing pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155884,2017-02-15,Cheyenne WY,Hazard,"Before welding on the piping for the new plate exchanger we sniffed the vents coming off the c-150 and found that a psv was leaking through causing a high LEL situation, we made dowels and plugged the weep holes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155871,2017-02-16,Cheyenne WY,Hazard,Lost a reflux pump ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155826,2017-02-15,Cheyenne WY,Hazard,The sump for #3 DW discharge line was installed at an angle so the water was over flowing the drainage ditch causing ice buildup on walkways ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155818,2017-02-15,Cheyenne WY (DNTI),Near Miss,HARD BRAKE-Driver headed back from NARM on Antelope Road.  Deer jumped fence and ran into roadway.  Driver was braking but was on build up of sand and truck slid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155810,2017-02-15,Cheyenne WY,Near Miss,Oil mist Eliminator Motor on the #4 Acid Lube Oil system failed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155806,2017-02-03,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver loading 1.5 emulsion.  There was pressure on cap of loading arm.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155750,2017-02-14,Cheyenne WY,Hazard,Gemba Finding - Part 7 of the permit to work was not properly filled out ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155744,2017-01-19,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver was helping another driver load emulsion.  They noticed trailer was full and potentially going to overflow.  Driver used emergency shut down and notified plant operator.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155742,2017-02-14,Cheyenne WY,Hazard,Gemba finding - Barrier tape at ST-102 in poor condtion and not keep up to standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155633,2016-12-24,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Pulling out from fuel pumps at truck stop.  Window squeegee handles shifted into path of truck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155624,2017-02-14,Cheyenne WY,Near Miss,Found FCV 409/A Quench valve to Neutralizer valve body broke in half.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155614,2017-02-07,Cheyenne WY (DNTI),Near Miss,"HARD BRAKE-Driving southbound I-25 on icy roads south of Douglas, WY. Driver was chained up but still sliding on ice. Was going downhill trying to maintain slow speed and locked up the weels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155605,2017-02-14,Cheyenne WY,Hazard,"After temperatures have risen, a jacketed water line was found leaking condensate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155600,2017-02-12,Cheyenne WY,Hazard,Paul's Hauling truck was scheduled @ noon on 2/12/17 to load 7000 RUSX at barricade did not show up until around 17:00 at guard shack and was not down to barricade load out until 18:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155595,2017-02-03,Cheyenne WY (DNTI),Near Miss,"NEAR MISS-Driver delivering to Rawhide. Was walking around silos and there are pieces of rebar sticking out of the ground. Slip, trips, falls.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155593,2017-02-01,Cheyenne WY (DNTI),Near Miss,"NEAR MISS-Driver delivering to Florence, CO.  Prill hose left laying in walkway next to towers.  Driver pickup up and moved out of walkway to avoid tripping and falling over hose.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155588,2017-02-13,Cheyenne WY,Hazard,Gemba Finding - Section 3 of PTW not filled out for seal replacement in tank farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155461,2017-02-04,Cheyenne WY (DNTI),Near Miss,"NEAR MISS-Walking around loading rack.  Slips, trips, falls.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155455,2017-02-04,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driving on mine haul roads with coal trucks and other heavy equipment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155454,2017-02-02,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver departing back scale at Dyno Cheyenne Plant.  Car coming from Customer Service area made a right turn and pulled in front of DNTI truck.  Driver had to stop on an uphill grade to avoid hitting car in drivers side.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155450,2017-01-04,Cheyenne WY (DNTI),Near Miss,"NEAR MISS-Driving northbound just south of Bill, WY.  Car passed and cut in front of truck then slammed on bakes to turn off of road. Driver had to brake quickly to avoid hitting car.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155446,2017-02-06,Cheyenne WY (DNTI),Near Miss,HARD BRAKE-Driver was in heavy Denver traffic going southbound on I-25. Vehicle was parked partway on the the road caused traffic to stop without warning.  Driver hit brakes to avoid accident.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155435,2017-02-13,Cheyenne WY,Hazard,Section 2 of Permit to Work not properly filled out,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155410,2017-02-08,Cheyenne WY (DNTI),Near Miss,HARD BRAKE- Driver was south bound I-25 in heavy Denver traffic.  Car passed on left and cut him off then braked to take an exit.  Driver was slowing but when product surged he hit the brakes harder.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155323,2017-02-13,Cheyenne WY,Hazard,"Operations noticed on rounds that 4th stage on C-01 was pressuring up, but temp and profile of compressor did not show hot valves.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155266,2017-02-12,Cheyenne WY,Hazard,The control valve for the passive air vent to the Urea plant failed in the open position,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155227,2017-02-11,Cheyenne WY,Hazard,While doing rounds the outside operator found the cooling water pump in the CO2 plant was tripped and would not restart,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155180,2017-02-10,Cheyenne WY,Hazard,"While getting boiler samples, the outside operator noticed a leak on the V-117 steam knockout bottle sight glass",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155059,2017-02-10,Cheyenne WY,Hazard,Operations noticed on rounds that drain line on Rich lean exchanger to MDEA sump was leaking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155033,2017-02-09,Cheyenne WY,Hazard,Operations noticed on first round of readings that there was a very slight leak on a union of NH3 cold loading heater.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1155028,2017-02-09,Cheyenne WY,Near Miss,Operator noticed on inspection of DEF railcar that the top dome cover was missing gasket.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154966,2017-02-07,Cheyenne WY (DNTI),Incident,DNTI driver was stopped at a stop sign waiting to turn left. A two ton Kamatsu service truck was traveling East making a right hand turn at the same intersection.  Kamatsu truck slid on ice and snow into the side of the DNTI trailer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154940,2017-02-09,Cheyenne WY,Hazard,Operation open FCV-100 to start incoming flow of 83% ANSOL into plant and P-101 was tripped.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154896,2017-02-07,Cheyenne WY,Hazard,AN/SN recirculation line from blend station to T-302 auto flush failed to flush line ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154884,2017-02-08,Cheyenne WY,Hazard,"While back flushing and air rolling the NCB turbo after cooler, the operator found the high point bleed was plugged ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154732,2017-02-08,Cheyenne WY,Hazard,"at 9:55 #3 called up and said they lost there 325# steam pressure, we looked at our header and it began to fall off fast, it caused a big swing in our steam system.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154653,2017-02-08,Cheyenne WY,Near Miss,"While attempting to blow down the syn suction on the NCB, the needle valve gaulded in the open position",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154629,2017-02-07,Cheyenne WY,Hazard,"While doing rounds, the outside operator found the solutions pump extremely hot and grinding.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154622,2017-02-07,Cheyenne WY,Near Miss,while taking off the burner cone noticed that the igniter bolts were never put back on the packing flange,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154619,2017-02-03,Cheyenne WY,Near Miss,Plant shut down that caused Nh3 pressure increase that caused PSV to lift.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154613,2017-02-07,Cheyenne WY,Hazard,"RO trailer, #5 north membrane is leaking, we have had a lot of problems with this membrane over the past few months, the gasket that seals the membrane comes off for some reason. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154583,2017-02-07,Cheyenne WY,Hazard,P&ID found not updated for changes from MOC 116/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154570,2017-02-07,Cheyenne WY,Hazard,a 225# steam line has a split and needs repaired.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154563,2017-02-07,Cheyenne WY,Hazard,operator on rounds noticed that the seals on the #2 BFW turbine pump are leaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154517,2017-02-06,Cheyenne WY,Near Miss,SCBA mask and gear found not properly stored,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154502,2017-02-06,Cheyenne WY,Hazard,"While doing rounds, the outside operator noticed the Syn suction blow down valve on both the NCB and the SCB were leaking by",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154448,2017-01-23,Cheyenne WY (DNTI),Near Miss,Hard Brake - Driver slowed to make a turn and the brakes locked up on snow and ice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154446,2017-01-24,Cheyenne WY (DNTI),Near Miss,Hard Brake - Driver had a pickup and trailer jack knife in front of him.  Driver applied brakes to avoid a collision.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154442,2017-02-01,Cheyenne WY (DNTI),Near Miss,Hard brake-driver was unfamiliar with mine location and missed turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154424,2017-02-06,Cheyenne WY,Hazard,LIC-105A flow to ST101 has stopped reading correctly and has been pulled and worked on several times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154422,2017-02-06,Cheyenne WY,Near Miss,"while loading a truck the FCV-1936 would not open, stopping the truck from getting loaded.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154367,2017-02-03,Cheyenne WY,Near Miss,E-501 (line #1 emulsion heat exchanger) developed a leak on cooling water side of exchanger during the night after plant was shut down and emulsion plant employees were gone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154289,2017-02-05,Cheyenne WY,Hazard,operator reported that the urea truck has an antifreeze leak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154257,2017-02-01,Cheyenne WY (DNTI),Incident,First Aid Only - Employee was unlocking chain link gate to enter DNTI CHWY office and cut left index finger on gate/lock.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154232,2017-02-03,Cheyenne WY,Hazard,A fire hydrant is leaking near the area where the caustic is delivered to the RCC unit causing a large area of ice buildup where the drivers  walk to unload their trucks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154229,2017-02-03,Cheyenne WY,Hazard,B carb tripped and while it was down the level control valve and line to the 1st Absorber froze,0,0,0,0,0,0,0,0,0,0,0,0,0,0
